"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","lotfrontage_meannorm","lotarea_meannorm","garagearea_meannorm","grlivarea_meannorm","totalbsmtsf_meannorm","saleprice_meannorm","lotfrontage_std","lotarea_std","garagearea_std","grlivarea_std","totalbsmtsf_std","saleprice_std"
768,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Good",75,12508,423,1750,983,160000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.50128547837036775997","0.19949093940477142826","-0.23376522555126285443","0.44632741538702950754","-0.16965705202347173965","-0.26335016057150032527"
1219,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Average",52,6240,0,912,0,80500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.16222127620893651153","-0.42848557884860687042","-2.2122049892375069","-1.1484038561038542","-2.4103410492171568","-1.2640739181952343"
751,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Good",55,8800,0,1140,576,96500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.07567691691598378046","-0.17200506086381930746","-2.2122049892375069","-0.71451515693927006758","-1.0973868453681613","-1.0626703946483193"
250,"1-1/2 STORY FINISHED ALL AGES","Moderately Irregular","Depression","Severe Slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Good",0,159000,389,2144,1444,277000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-1.6623235039534505","14.8761878302748885","-0.39278875265606733956","1.1961175358731968","0.88116219793206111913","1.2094131053653157"
750,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Fair",50,8405,240,1529,0,98000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.21991751573757166557","-0.21157920328725332597","-1.0896859743800635","0.02575986049504228442","-2.4103410492171568","-1.0437888143157960"
724,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Above Average",60,8172,548,1470,941,135000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.23492293793196250650","0.35088009468698892917","-0.08651835551684570727","-0.26539329605412766171","-0.57804316611355503468"
712,"1-1/2 STORY FINISHED ALL AGES","Regular","Hillside - Significant slope from side to side","Moderate Slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Good",66,8712,384,1178,859,102776,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.24165240049150956677","-0.18082157866954637994","-0.41617456546559741091","-0.64220037374517271700","-0.45230691535207493811","-0.98366986253704187293"
861,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Very Good",55,7642,216,1426,912,189950,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.07567691691598378046","-0.28802242017100055664","-1.2019378758658078","-0.17025126237316895531","-0.33149689312291389361","0.11365206006788121661"
849,"1-1/2 STORY FINISHED ALL AGES","Moderately Irregular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Very Good",75,45600,360,2358,907,240000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.50128547837036775997","3.5149023851675019","-0.52842646695134175336","1.6033639464925871","-0.34289406503132531290","0.74366745716307474487"
845,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good",100,12665,720,1416,876,153900,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","1.2224884724783072","0.21522040867180722802","1.1553520553348234","-0.18928146847687878441","-0.41355653086347611252","-0.34013525392376167436"
840,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",70,11767,240,1200,768,130500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.35704487954877987486","0.12525185197245596570","-1.0896859743800635","-0.60033392031701109298","-0.65973544408516276924","-0.63468790711112488238"
1256,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Above Average",52,6240,560,1367,884,127500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.16222127620893651153","-0.42848557884860687042","0.40700604542986110040","-0.28252947838505694700","-0.39532105581001784165","-0.67245106777617144751"
1223,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Above Average",78,10496,315,1846,1040,143000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.58782983766332049103","-0.00208671769889754701","-0.73889878223711239545","0.62901739398264386690","-0.03972929226758155972","-0.47734140434009752767"
824,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Good",60,9900,240,1489,778,139500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.06179858829223090151","-1.0896859743800635","-0.05036096391979703198","-0.63694110026833993065","-0.52139842511598518699"
1301,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",0,10762,490,1983,978,225000,"0.07149109370213138435","-0.00129392171909500573","0.28562754796452653745","0.10974685406365166046","-0.00448927202206129632","0.13134120831771842938","-1.6623235039534505","0.02456321112295928571","0.07960466609644010158","0.88973121760346852558","-0.18105422393188315895","0.55485165383784191922"
1385,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",60,9060,280,1258,560,105000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.14595625825598932060","-0.90259947190382289486","-0.48995872491549408420","-1.1338577954750778","-0.95567477276402068598"
815,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good",45,8248,280,1250,686,116000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.36415811455915955068","-0.22730867255428912573","-0.90259947190382289486","-0.50518288979846194748","-0.84664906338311004564","-0.81720985032551661384"
1400,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Above Average",51,6171,216,1608,976,137450,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.19106939597325408855","-0.43539853030991559770","-1.2019378758658078","0.17609848871434993431","-0.18561309269524772666","-0.54720325157043367316"
800,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good",60,7200,240,1768,731,175000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.33230538460431153431","-1.0896859743800635","0.48058178637370719992","-0.74407451620740727200","-0.07453435724626749962"
240,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Below Average",52,8741,220,1487,735,113000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.16222127620893651153","-0.17791613530174995833","-1.1832292256181838","-0.05416700514053899780","-0.73495677868067813657","-0.85497301099056317897"
419,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",60,8160,240,1134,756,126000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.23612519036001619820","-1.0896859743800635","-0.72593328060149596504","-0.68708865666535017554","-0.69133264810869473007"
1371,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Above Average",90,5400,338,1374,840,105000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.93400727483513141529","-0.51264324881236528952","-0.63132404331327406727","-0.26920833411246006663","-0.49561616860403833142","-0.95567477276402068598"
1138,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good",54,6342,0,1020,780,94000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.10452503668030135748","-0.41826643321015049096","-2.2122049892375069","-0.94287763018378801678","-0.63238223150497536293","-1.0941396952025248"
407,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",51,10480,240,1639,1064,115000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.19106939597325408855","-0.00368972093630246927","-1.0896859743800635","0.23509212763585040452","0.01497713289279325289","-0.82979757054719880222"
1363,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Below Average",0,12513,368,1738,715,104900,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-1.6623235039534505","0.19999187791646046646","-0.49100916645609363921","0.42349116806257771262","-0.78054546631432381374","-0.95693354478618890482"
395,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",60,10134,240,1034,735,109000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.03835466594518391333","-1.0896859743800635","-0.91623534163859425604","-0.73495677868067813657","-0.90532389187729193248"
346,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",65,6435,312,1577,972,140200,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.21280428072719198975","-0.40894897689273438027","-0.75293026992283043826","0.11710484979284946410","-0.19473083022197686210","-0.51258702096080765513"
1354,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Very Good","Average",56,14720,666,3238,2033,410000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.04682879715166620344","0.42110613697600193187","0.90278527699189861289","3.2780220836190521","2.2237490487429263","2.8835798948490468"
1353,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Excellent",50,6000,624,1176,698,134900,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.21991751573757166557","-0.45253062740968070445","0.70634444939184601360","-0.64600641496591468282","-0.81929585080292263933","-0.57930193813572325352"
391,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good",50,8405,384,1367,861,119000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.21991751573757166557","-0.21157920328725332597","-0.41617456546559741091","-0.28252947838505694700","-0.44774804658871037039","-0.77944668966047004871"
387,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Fair",58,8410,0,1184,658,81000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.01086744237696895060","-0.21107826477556428776","-2.2122049892375069","-0.63078225008294681954","-0.91047322607021399367","-1.2577800580843932"
353,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",60,9084,200,1111,616,95000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.14355175339988193720","-1.2767724768563040","-0.76970275464002857197","-1.0062094701008699","-1.0815519749808426"
355,"1-1/2 STORY FINISHED ALL AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",60,8400,240,1595,940,140000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.21208014179894236418","-1.0896859743800635","0.15135922077952715648","-0.26767273043580994557","-0.51510456500514409280"
1137,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",80,9600,288,1252,1032,119000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.64552607719195564507","-0.09185489899357319404","-0.86518217140857478071","-0.50137684857771998166","-0.05796476732103983059","-0.77944668966047004871"
381,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",50,5000,308,1691,1026,127000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.21991751573757166557","-0.55271832974748834623","-0.77163892017045449534","0.33404919937514151585","-0.07164137361113353374","-0.67874492788701254170"
372,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Below Average",80,17120,680,1588,0,134432,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.64552607719195564507","0.66155662258674027214","0.96826555285858281265","0.13803807650693027611","-2.4103410492171568","-0.58519299119947051768"
362,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Average",0,9144,240,1505,883,145000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-1.6623235039534505","-0.13754049125961347869","-1.0896859743800635","-0.01991263415386130542","-0.39760049019170012551","-0.45216596389673315092"
1131,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Fair",65,7804,576,1981,1122,135000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.21280428072719198975","-0.27179201239227571868","0.48184064642035732870","0.88592517638272655976","0.14718432703036571668","-0.57804316611355503468"
1399,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Below Average",60,7200,240,1904,1208,138000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.33230538460431153431","-1.0896859743800635","0.73939258938416087568","0.34321568385504212851","-0.54028000544850846955"
143,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Below Average",71,8520,720,1385,910,166000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.38589299931309745188","-0.20005761751840544716","1.1553520553348234","-0.24827510739837925462","-0.33605576188627846133","-0.18782383924140719501"
1344,"1-1/2 STORY FINISHED ALL AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Above Average",57,7558,342,1913,896,177000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.01798067738734862642","-0.29643818716737639855","-0.61261539306565001020","0.75651977487749972187","-0.36796784322983043535","-0.04935891680290312286"
1099,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Above Average",50,6000,240,1324,672,128000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.21991751573757166557","-0.45253062740968070445","-1.0896859743800635","-0.36435936463100921214","-0.87856114472666201966","-0.66615720766533035332"
150,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Below Average",0,6240,240,1344,896,115000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-1.6623235039534505","-0.42848557884860687042","-1.0896859743800635","-0.32629895242358955393","-0.36796784322983043535","-0.82979757054719880222"
1334,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",60,7200,297,1360,803,125500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.33230538460431153431","-0.82308770835142065229","-0.29585062265765382737","-0.57995524072628283419","-0.69762650821953582426"
1329,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Good",60,10440,520,2792,1510,256000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.00769722902981477494","0.21991954295362052965","2.4292748913935937","1.0316048671230919","0.94507098070998975889"
1093,"1-1/2 STORY FINISHED ALL AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",60,8400,576,1694,1181,136500,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.21208014179894236418","0.48184064642035732870","0.33975826120625446458","0.28167095554962046433","-0.55916158578103175212"
156,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",60,9600,0,1096,572,79000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","-0.09185489899357319404","-2.2122049892375069","-0.79824806379559331562","-1.1065045828948904","-1.2829554985277576"
1077,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good",60,10800,566,1466,796,170000,"0.01717799466059783802","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","0.06856368190560410465","0.02837034381179597610","0.43506902080129718601","-0.09413043795832963891","-0.59591128139805882120","-0.13747295835467844150"
