"id","bldgtype","saleprice","mean_saleprice"
117,"Single-family Detached",139000,"185763.807377049180"
118,"Single-family Detached",155000,"185763.807377049180"
119,"Single-family Detached",320000,"185763.807377049180"
120,"Single-family Detached",163990,"185763.807377049180"
121,"Single-family Detached",180000,"185763.807377049180"
122,"Single-family Detached",100000,"185763.807377049180"
123,"Single-family Detached",136000,"185763.807377049180"
125,"Single-family Detached",181000,"185763.807377049180"
128,"Single-family Detached",87000,"185763.807377049180"
129,"Single-family Detached",155000,"185763.807377049180"
130,"Single-family Detached",150000,"185763.807377049180"
131,"Single-family Detached",226000,"185763.807377049180"
132,"Single-family Detached",244000,"185763.807377049180"
133,"Single-family Detached",150750,"185763.807377049180"
134,"Single-family Detached",220000,"185763.807377049180"
135,"Single-family Detached",180000,"185763.807377049180"
136,"Single-family Detached",174000,"185763.807377049180"
137,"Single-family Detached",143000,"185763.807377049180"
139,"Single-family Detached",230000,"185763.807377049180"
140,"Single-family Detached",231500,"185763.807377049180"
141,"Single-family Detached",115000,"185763.807377049180"
142,"Single-family Detached",260000,"185763.807377049180"
143,"Single-family Detached",166000,"185763.807377049180"
144,"Single-family Detached",204000,"185763.807377049180"
147,"Single-family Detached",105000,"185763.807377049180"
148,"Single-family Detached",222500,"185763.807377049180"
149,"Single-family Detached",141000,"185763.807377049180"
150,"Single-family Detached",115000,"185763.807377049180"
151,"Single-family Detached",122000,"185763.807377049180"
152,"Single-family Detached",372402,"185763.807377049180"
153,"Single-family Detached",190000,"185763.807377049180"
154,"Single-family Detached",235000,"185763.807377049180"
155,"Single-family Detached",125000,"185763.807377049180"
156,"Single-family Detached",79000,"185763.807377049180"
157,"Single-family Detached",109500,"185763.807377049180"
158,"Single-family Detached",269500,"185763.807377049180"
159,"Single-family Detached",254900,"185763.807377049180"
160,"Single-family Detached",320000,"185763.807377049180"
161,"Single-family Detached",162500,"185763.807377049180"
162,"Single-family Detached",412500,"185763.807377049180"
163,"Single-family Detached",220000,"185763.807377049180"
164,"Single-family Detached",103200,"185763.807377049180"
165,"Single-family Detached",152000,"185763.807377049180"
167,"Single-family Detached",190000,"185763.807377049180"
168,"Single-family Detached",325624,"185763.807377049180"
169,"Single-family Detached",183500,"185763.807377049180"
170,"Single-family Detached",228000,"185763.807377049180"
171,"Single-family Detached",128500,"185763.807377049180"
172,"Single-family Detached",215000,"185763.807377049180"
174,"Single-family Detached",163000,"185763.807377049180"
175,"Single-family Detached",184000,"185763.807377049180"
176,"Single-family Detached",243000,"185763.807377049180"
177,"Single-family Detached",211000,"185763.807377049180"
178,"Single-family Detached",172500,"185763.807377049180"
179,"Single-family Detached",501837,"185763.807377049180"
180,"Single-family Detached",100000,"185763.807377049180"
182,"Single-family Detached",200100,"185763.807377049180"
183,"Single-family Detached",120000,"185763.807377049180"
184,"Single-family Detached",200000,"185763.807377049180"
185,"Single-family Detached",127000,"185763.807377049180"
186,"Single-family Detached",475000,"185763.807377049180"
187,"Single-family Detached",173000,"185763.807377049180"
188,"Single-family Detached",135000,"185763.807377049180"
191,"Single-family Detached",315000,"185763.807377049180"
192,"Single-family Detached",184000,"185763.807377049180"
193,"Single-family Detached",192000,"185763.807377049180"
195,"Single-family Detached",127000,"185763.807377049180"
197,"Single-family Detached",311872,"185763.807377049180"
198,"Single-family Detached",235000,"185763.807377049180"
199,"Single-family Detached",104000,"185763.807377049180"
200,"Single-family Detached",274900,"185763.807377049180"
201,"Single-family Detached",140000,"185763.807377049180"
202,"Single-family Detached",171500,"185763.807377049180"
203,"Single-family Detached",112000,"185763.807377049180"
205,"Single-family Detached",110000,"185763.807377049180"
206,"Single-family Detached",180500,"185763.807377049180"
207,"Single-family Detached",143900,"185763.807377049180"
208,"Single-family Detached",141000,"185763.807377049180"
209,"Single-family Detached",277000,"185763.807377049180"
210,"Single-family Detached",145000,"185763.807377049180"
211,"Single-family Detached",98000,"185763.807377049180"
212,"Single-family Detached",186000,"185763.807377049180"
213,"Single-family Detached",252678,"185763.807377049180"
214,"Single-family Detached",156000,"185763.807377049180"
215,"Single-family Detached",161750,"185763.807377049180"
216,"Single-family Detached",134450,"185763.807377049180"
217,"Single-family Detached",210000,"185763.807377049180"
218,"Single-family Detached",107000,"185763.807377049180"
219,"Single-family Detached",311500,"185763.807377049180"
221,"Single-family Detached",204900,"185763.807377049180"
222,"Single-family Detached",200000,"185763.807377049180"
223,"Single-family Detached",179900,"185763.807377049180"
224,"Single-family Detached",97000,"185763.807377049180"
225,"Single-family Detached",386250,"185763.807377049180"
227,"Single-family Detached",290000,"185763.807377049180"
229,"Single-family Detached",125000,"185763.807377049180"
231,"Single-family Detached",148000,"185763.807377049180"
232,"Single-family Detached",403000,"185763.807377049180"
234,"Single-family Detached",128200,"185763.807377049180"
235,"Single-family Detached",216500,"185763.807377049180"
237,"Single-family Detached",185500,"185763.807377049180"
238,"Single-family Detached",194500,"185763.807377049180"
239,"Single-family Detached",318000,"185763.807377049180"
240,"Single-family Detached",113000,"185763.807377049180"
241,"Single-family Detached",262500,"185763.807377049180"
242,"Single-family Detached",110500,"185763.807377049180"
243,"Single-family Detached",79000,"185763.807377049180"
245,"Single-family Detached",205000,"185763.807377049180"
246,"Single-family Detached",241500,"185763.807377049180"
248,"Single-family Detached",140000,"185763.807377049180"
249,"Single-family Detached",180000,"185763.807377049180"
250,"Single-family Detached",277000,"185763.807377049180"
251,"Single-family Detached",76500,"185763.807377049180"
253,"Single-family Detached",173000,"185763.807377049180"
254,"Single-family Detached",158000,"185763.807377049180"
255,"Single-family Detached",145000,"185763.807377049180"
468,"Single-family Detached",146500,"185763.807377049180"
256,"Single-family Detached",230000,"185763.807377049180"
257,"Single-family Detached",207500,"185763.807377049180"
258,"Single-family Detached",220000,"185763.807377049180"
259,"Single-family Detached",231500,"185763.807377049180"
260,"Single-family Detached",97000,"185763.807377049180"
261,"Single-family Detached",176000,"185763.807377049180"
262,"Single-family Detached",276000,"185763.807377049180"
263,"Single-family Detached",151000,"185763.807377049180"
264,"Single-family Detached",130000,"185763.807377049180"
265,"Single-family Detached",73000,"185763.807377049180"
266,"Single-family Detached",175500,"185763.807377049180"
267,"Single-family Detached",185000,"185763.807377049180"
268,"Single-family Detached",179500,"185763.807377049180"
269,"Single-family Detached",120500,"185763.807377049180"
270,"Single-family Detached",148000,"185763.807377049180"
271,"Single-family Detached",266000,"185763.807377049180"
272,"Single-family Detached",241500,"185763.807377049180"
273,"Single-family Detached",290000,"185763.807377049180"
274,"Single-family Detached",139000,"185763.807377049180"
275,"Single-family Detached",124500,"185763.807377049180"
276,"Single-family Detached",205000,"185763.807377049180"
277,"Single-family Detached",201000,"185763.807377049180"
278,"Single-family Detached",141000,"185763.807377049180"
279,"Single-family Detached",415298,"185763.807377049180"
280,"Single-family Detached",192000,"185763.807377049180"
281,"Single-family Detached",228500,"185763.807377049180"
282,"Single-family Detached",185000,"185763.807377049180"
284,"Single-family Detached",244600,"185763.807377049180"
287,"Single-family Detached",159000,"185763.807377049180"
288,"Single-family Detached",88000,"185763.807377049180"
289,"Single-family Detached",122000,"185763.807377049180"
290,"Single-family Detached",153575,"185763.807377049180"
291,"Single-family Detached",233230,"185763.807377049180"
293,"Single-family Detached",131000,"185763.807377049180"
294,"Single-family Detached",235000,"185763.807377049180"
295,"Single-family Detached",167000,"185763.807377049180"
296,"Single-family Detached",142500,"185763.807377049180"
297,"Single-family Detached",152000,"185763.807377049180"
298,"Single-family Detached",239000,"185763.807377049180"
299,"Single-family Detached",175000,"185763.807377049180"
300,"Single-family Detached",158500,"185763.807377049180"
302,"Single-family Detached",267000,"185763.807377049180"
303,"Single-family Detached",205000,"185763.807377049180"
304,"Single-family Detached",149900,"185763.807377049180"
305,"Single-family Detached",295000,"185763.807377049180"
306,"Single-family Detached",305900,"185763.807377049180"
307,"Single-family Detached",225000,"185763.807377049180"
308,"Single-family Detached",89500,"185763.807377049180"
309,"Single-family Detached",82500,"185763.807377049180"
310,"Single-family Detached",360000,"185763.807377049180"
311,"Single-family Detached",165600,"185763.807377049180"
312,"Single-family Detached",132000,"185763.807377049180"
314,"Single-family Detached",375000,"185763.807377049180"
315,"Single-family Detached",178000,"185763.807377049180"
316,"Single-family Detached",188500,"185763.807377049180"
317,"Single-family Detached",260000,"185763.807377049180"
318,"Single-family Detached",270000,"185763.807377049180"
319,"Single-family Detached",260000,"185763.807377049180"
320,"Single-family Detached",187500,"185763.807377049180"
321,"Single-family Detached",342643,"185763.807377049180"
322,"Single-family Detached",354000,"185763.807377049180"
323,"Single-family Detached",301000,"185763.807377049180"
324,"Single-family Detached",126175,"185763.807377049180"
325,"Single-family Detached",242000,"185763.807377049180"
326,"Single-family Detached",87000,"185763.807377049180"
328,"Single-family Detached",145250,"185763.807377049180"
329,"Single-family Detached",214500,"185763.807377049180"
330,"Single-family Detached",78000,"185763.807377049180"
332,"Single-family Detached",139000,"185763.807377049180"
333,"Single-family Detached",284000,"185763.807377049180"
335,"Single-family Detached",192000,"185763.807377049180"
337,"Single-family Detached",377426,"185763.807377049180"
338,"Single-family Detached",214000,"185763.807377049180"
339,"Single-family Detached",202500,"185763.807377049180"
938,"Single-family Detached",253000,"185763.807377049180"
340,"Single-family Detached",155000,"185763.807377049180"
341,"Single-family Detached",202900,"185763.807377049180"
342,"Single-family Detached",82000,"185763.807377049180"
1460,"Single-family Detached",147500,"185763.807377049180"
2,"Single-family Detached",181500,"185763.807377049180"
3,"Single-family Detached",223500,"185763.807377049180"
4,"Single-family Detached",140000,"185763.807377049180"
5,"Single-family Detached",250000,"185763.807377049180"
6,"Single-family Detached",143000,"185763.807377049180"
7,"Single-family Detached",307000,"185763.807377049180"
8,"Single-family Detached",200000,"185763.807377049180"
9,"Single-family Detached",129900,"185763.807377049180"
11,"Single-family Detached",129500,"185763.807377049180"
12,"Single-family Detached",345000,"185763.807377049180"
13,"Single-family Detached",144000,"185763.807377049180"
14,"Single-family Detached",279500,"185763.807377049180"
15,"Single-family Detached",157000,"185763.807377049180"
16,"Single-family Detached",132000,"185763.807377049180"
17,"Single-family Detached",149000,"185763.807377049180"
19,"Single-family Detached",159000,"185763.807377049180"
20,"Single-family Detached",139000,"185763.807377049180"
21,"Single-family Detached",325300,"185763.807377049180"
22,"Single-family Detached",139400,"185763.807377049180"
23,"Single-family Detached",230000,"185763.807377049180"
25,"Single-family Detached",154000,"185763.807377049180"
26,"Single-family Detached",256300,"185763.807377049180"
27,"Single-family Detached",134800,"185763.807377049180"
28,"Single-family Detached",306000,"185763.807377049180"
29,"Single-family Detached",207500,"185763.807377049180"
30,"Single-family Detached",68500,"185763.807377049180"
31,"Single-family Detached",40000,"185763.807377049180"
32,"Single-family Detached",149350,"185763.807377049180"
33,"Single-family Detached",179900,"185763.807377049180"
34,"Single-family Detached",165500,"185763.807377049180"
36,"Single-family Detached",309000,"185763.807377049180"
37,"Single-family Detached",145000,"185763.807377049180"
38,"Single-family Detached",153000,"185763.807377049180"
39,"Single-family Detached",109000,"185763.807377049180"
41,"Single-family Detached",160000,"185763.807377049180"
42,"Single-family Detached",170000,"185763.807377049180"
43,"Single-family Detached",144000,"185763.807377049180"
44,"Single-family Detached",130250,"185763.807377049180"
45,"Single-family Detached",141000,"185763.807377049180"
47,"Single-family Detached",239686,"185763.807377049180"
48,"Single-family Detached",249700,"185763.807377049180"
50,"Single-family Detached",127000,"185763.807377049180"
51,"Single-family Detached",177000,"185763.807377049180"
52,"Single-family Detached",114500,"185763.807377049180"
54,"Single-family Detached",385000,"185763.807377049180"
55,"Single-family Detached",130000,"185763.807377049180"
56,"Single-family Detached",180500,"185763.807377049180"
58,"Single-family Detached",196500,"185763.807377049180"
59,"Single-family Detached",438780,"185763.807377049180"
60,"Single-family Detached",124900,"185763.807377049180"
61,"Single-family Detached",158000,"185763.807377049180"
1239,"Single-family Detached",142500,"185763.807377049180"
1240,"Single-family Detached",265900,"185763.807377049180"
1241,"Single-family Detached",224900,"185763.807377049180"
1242,"Single-family Detached",248328,"185763.807377049180"
1243,"Single-family Detached",170000,"185763.807377049180"
1244,"Single-family Detached",465000,"185763.807377049180"
1245,"Single-family Detached",230000,"185763.807377049180"
1246,"Single-family Detached",178000,"185763.807377049180"
1247,"Single-family Detached",186500,"185763.807377049180"
1248,"Single-family Detached",169900,"185763.807377049180"
1249,"Single-family Detached",129500,"185763.807377049180"
1250,"Single-family Detached",119000,"185763.807377049180"
1251,"Single-family Detached",244000,"185763.807377049180"
1253,"Single-family Detached",130000,"185763.807377049180"
1254,"Single-family Detached",294000,"185763.807377049180"
1255,"Single-family Detached",165400,"185763.807377049180"
1256,"Single-family Detached",127500,"185763.807377049180"
1257,"Single-family Detached",301500,"185763.807377049180"
1258,"Single-family Detached",99900,"185763.807377049180"
1259,"Single-family Detached",190000,"185763.807377049180"
1260,"Single-family Detached",151000,"185763.807377049180"
1261,"Single-family Detached",181000,"185763.807377049180"
1262,"Single-family Detached",128900,"185763.807377049180"
1263,"Single-family Detached",161500,"185763.807377049180"
1264,"Single-family Detached",180500,"185763.807377049180"
1268,"Single-family Detached",378500,"185763.807377049180"
1269,"Single-family Detached",381000,"185763.807377049180"
1270,"Single-family Detached",144000,"185763.807377049180"
1271,"Single-family Detached",260000,"185763.807377049180"
1272,"Single-family Detached",185750,"185763.807377049180"
1273,"Single-family Detached",137000,"185763.807377049180"
1274,"Single-family Detached",177000,"185763.807377049180"
1275,"Single-family Detached",139000,"185763.807377049180"
1277,"Single-family Detached",162000,"185763.807377049180"
1278,"Single-family Detached",197900,"185763.807377049180"
1279,"Single-family Detached",237000,"185763.807377049180"
1280,"Single-family Detached",68400,"185763.807377049180"
1281,"Single-family Detached",227000,"185763.807377049180"
1282,"Single-family Detached",180000,"185763.807377049180"
1283,"Single-family Detached",150500,"185763.807377049180"
1285,"Single-family Detached",169000,"185763.807377049180"
1286,"Single-family Detached",132500,"185763.807377049180"
1287,"Single-family Detached",143000,"185763.807377049180"
1288,"Single-family Detached",190000,"185763.807377049180"
1290,"Single-family Detached",281000,"185763.807377049180"
1291,"Single-family Detached",180500,"185763.807377049180"
1293,"Single-family Detached",107500,"185763.807377049180"
1294,"Single-family Detached",162900,"185763.807377049180"
1295,"Single-family Detached",115000,"185763.807377049180"
1296,"Single-family Detached",138500,"185763.807377049180"
1297,"Single-family Detached",155000,"185763.807377049180"
1299,"Single-family Detached",160000,"185763.807377049180"
1300,"Single-family Detached",154000,"185763.807377049180"
1301,"Single-family Detached",225000,"185763.807377049180"
1302,"Single-family Detached",177500,"185763.807377049180"
1303,"Single-family Detached",290000,"185763.807377049180"
1304,"Single-family Detached",232000,"185763.807377049180"
1306,"Single-family Detached",325000,"185763.807377049180"
1308,"Single-family Detached",138000,"185763.807377049180"
1309,"Single-family Detached",147000,"185763.807377049180"
1310,"Single-family Detached",179200,"185763.807377049180"
1311,"Single-family Detached",335000,"185763.807377049180"
1312,"Single-family Detached",203000,"185763.807377049180"
1313,"Single-family Detached",302000,"185763.807377049180"
1314,"Single-family Detached",333168,"185763.807377049180"
1315,"Single-family Detached",119000,"185763.807377049180"
1316,"Single-family Detached",206900,"185763.807377049180"
1317,"Single-family Detached",295493,"185763.807377049180"
1319,"Single-family Detached",275000,"185763.807377049180"
1320,"Single-family Detached",111000,"185763.807377049180"
1321,"Single-family Detached",156500,"185763.807377049180"
1322,"Single-family Detached",72500,"185763.807377049180"
1323,"Single-family Detached",190000,"185763.807377049180"
1324,"Single-family Detached",82500,"185763.807377049180"
1325,"Single-family Detached",147000,"185763.807377049180"
1326,"Single-family Detached",55000,"185763.807377049180"
1327,"Single-family Detached",79000,"185763.807377049180"
1328,"Single-family Detached",130500,"185763.807377049180"
1329,"Single-family Detached",256000,"185763.807377049180"
1330,"Single-family Detached",176500,"185763.807377049180"
1331,"Single-family Detached",227000,"185763.807377049180"
1332,"Single-family Detached",132500,"185763.807377049180"
1333,"Single-family Detached",100000,"185763.807377049180"
1334,"Single-family Detached",125500,"185763.807377049180"
1336,"Single-family Detached",167900,"185763.807377049180"
1338,"Single-family Detached",52500,"185763.807377049180"
1339,"Single-family Detached",200000,"185763.807377049180"
1340,"Single-family Detached",128500,"185763.807377049180"
1341,"Single-family Detached",123000,"185763.807377049180"
1342,"Single-family Detached",155000,"185763.807377049180"
1343,"Single-family Detached",228500,"185763.807377049180"
1344,"Single-family Detached",177000,"185763.807377049180"
1345,"Single-family Detached",155835,"185763.807377049180"
1346,"Single-family Detached",108500,"185763.807377049180"
1347,"Single-family Detached",262500,"185763.807377049180"
1348,"Single-family Detached",283463,"185763.807377049180"
1349,"Single-family Detached",215000,"185763.807377049180"
1350,"Single-family Detached",122000,"185763.807377049180"
1352,"Single-family Detached",171000,"185763.807377049180"
1353,"Single-family Detached",134900,"185763.807377049180"
1354,"Single-family Detached",410000,"185763.807377049180"
1355,"Single-family Detached",235000,"185763.807377049180"
1356,"Single-family Detached",170000,"185763.807377049180"
1357,"Single-family Detached",110000,"185763.807377049180"
1358,"Single-family Detached",149900,"185763.807377049180"
1360,"Single-family Detached",315000,"185763.807377049180"
1361,"Single-family Detached",189000,"185763.807377049180"
1362,"Single-family Detached",260000,"185763.807377049180"
1363,"Single-family Detached",104900,"185763.807377049180"
1364,"Single-family Detached",156932,"185763.807377049180"
1366,"Single-family Detached",216000,"185763.807377049180"
1367,"Single-family Detached",193000,"185763.807377049180"
1370,"Single-family Detached",232000,"185763.807377049180"
1371,"Single-family Detached",105000,"185763.807377049180"
1372,"Single-family Detached",165500,"185763.807377049180"
1373,"Single-family Detached",274300,"185763.807377049180"
1374,"Single-family Detached",466500,"185763.807377049180"
1375,"Single-family Detached",250000,"185763.807377049180"
1376,"Single-family Detached",239000,"185763.807377049180"
1377,"Single-family Detached",91000,"185763.807377049180"
1378,"Single-family Detached",117000,"185763.807377049180"
1380,"Single-family Detached",167500,"185763.807377049180"
1381,"Single-family Detached",58500,"185763.807377049180"
1382,"Single-family Detached",237500,"185763.807377049180"
1383,"Single-family Detached",157000,"185763.807377049180"
1384,"Single-family Detached",112000,"185763.807377049180"
1385,"Single-family Detached",105000,"185763.807377049180"
1386,"Single-family Detached",125500,"185763.807377049180"
1387,"Single-family Detached",250000,"185763.807377049180"
1388,"Single-family Detached",136000,"185763.807377049180"
1389,"Single-family Detached",377500,"185763.807377049180"
1390,"Single-family Detached",131000,"185763.807377049180"
1391,"Single-family Detached",235000,"185763.807377049180"
1393,"Single-family Detached",123000,"185763.807377049180"
1396,"Single-family Detached",281213,"185763.807377049180"
1397,"Single-family Detached",160000,"185763.807377049180"
1398,"Single-family Detached",137500,"185763.807377049180"
1399,"Single-family Detached",138000,"185763.807377049180"
1400,"Single-family Detached",137450,"185763.807377049180"
1401,"Single-family Detached",120000,"185763.807377049180"
1402,"Single-family Detached",193000,"185763.807377049180"
1403,"Single-family Detached",193879,"185763.807377049180"
1404,"Single-family Detached",282922,"185763.807377049180"
1405,"Single-family Detached",105000,"185763.807377049180"
1407,"Single-family Detached",133000,"185763.807377049180"
1408,"Single-family Detached",112000,"185763.807377049180"
1409,"Single-family Detached",125500,"185763.807377049180"
1410,"Single-family Detached",215000,"185763.807377049180"
1411,"Single-family Detached",230000,"185763.807377049180"
1412,"Single-family Detached",140000,"185763.807377049180"
1414,"Single-family Detached",257000,"185763.807377049180"
1415,"Single-family Detached",207000,"185763.807377049180"
1418,"Single-family Detached",340000,"185763.807377049180"
1419,"Single-family Detached",124000,"185763.807377049180"
1420,"Single-family Detached",223000,"185763.807377049180"
1421,"Single-family Detached",179900,"185763.807377049180"
1424,"Single-family Detached",274970,"185763.807377049180"
1425,"Single-family Detached",144000,"185763.807377049180"
1426,"Single-family Detached",142000,"185763.807377049180"
1427,"Single-family Detached",271000,"185763.807377049180"
1428,"Single-family Detached",140000,"185763.807377049180"
1429,"Single-family Detached",119000,"185763.807377049180"
1430,"Single-family Detached",182900,"185763.807377049180"
1431,"Single-family Detached",192140,"185763.807377049180"
1433,"Single-family Detached",64500,"185763.807377049180"
1434,"Single-family Detached",186500,"185763.807377049180"
1435,"Single-family Detached",160000,"185763.807377049180"
1436,"Single-family Detached",174000,"185763.807377049180"
1437,"Single-family Detached",120500,"185763.807377049180"
1438,"Single-family Detached",394617,"185763.807377049180"
1439,"Single-family Detached",149700,"185763.807377049180"
1440,"Single-family Detached",197000,"185763.807377049180"
1441,"Single-family Detached",191000,"185763.807377049180"
1443,"Single-family Detached",310000,"185763.807377049180"
1444,"Single-family Detached",121000,"185763.807377049180"
1445,"Single-family Detached",179600,"185763.807377049180"
1446,"Single-family Detached",129000,"185763.807377049180"
1447,"Single-family Detached",157900,"185763.807377049180"
1448,"Single-family Detached",240000,"185763.807377049180"
1449,"Single-family Detached",112000,"185763.807377049180"
1452,"Single-family Detached",287090,"185763.807377049180"
1454,"Single-family Detached",84500,"185763.807377049180"
1455,"Single-family Detached",185000,"185763.807377049180"
1456,"Single-family Detached",175000,"185763.807377049180"
1457,"Single-family Detached",210000,"185763.807377049180"
1458,"Single-family Detached",266500,"185763.807377049180"
1459,"Single-family Detached",142125,"185763.807377049180"
1,"Single-family Detached",208500,"185763.807377049180"
346,"Single-family Detached",140200,"185763.807377049180"
347,"Single-family Detached",151500,"185763.807377049180"
348,"Single-family Detached",157500,"185763.807377049180"
350,"Single-family Detached",437154,"185763.807377049180"
352,"Single-family Detached",190000,"185763.807377049180"
353,"Single-family Detached",95000,"185763.807377049180"
354,"Single-family Detached",105900,"185763.807377049180"
355,"Single-family Detached",140000,"185763.807377049180"
356,"Single-family Detached",177500,"185763.807377049180"
357,"Single-family Detached",173000,"185763.807377049180"
359,"Single-family Detached",130000,"185763.807377049180"
360,"Single-family Detached",280000,"185763.807377049180"
361,"Single-family Detached",156000,"185763.807377049180"
362,"Single-family Detached",145000,"185763.807377049180"
363,"Single-family Detached",198500,"185763.807377049180"
365,"Single-family Detached",190000,"185763.807377049180"
366,"Single-family Detached",147000,"185763.807377049180"
367,"Single-family Detached",159000,"185763.807377049180"
368,"Single-family Detached",165000,"185763.807377049180"
369,"Single-family Detached",132000,"185763.807377049180"
370,"Single-family Detached",162000,"185763.807377049180"
371,"Single-family Detached",172400,"185763.807377049180"
372,"Single-family Detached",134432,"185763.807377049180"
374,"Single-family Detached",123000,"185763.807377049180"
375,"Single-family Detached",219500,"185763.807377049180"
376,"Single-family Detached",61000,"185763.807377049180"
377,"Single-family Detached",148000,"185763.807377049180"
378,"Single-family Detached",340000,"185763.807377049180"
379,"Single-family Detached",394432,"185763.807377049180"
380,"Single-family Detached",179000,"185763.807377049180"
381,"Single-family Detached",127000,"185763.807377049180"
382,"Single-family Detached",187750,"185763.807377049180"
383,"Single-family Detached",213500,"185763.807377049180"
384,"Single-family Detached",76000,"185763.807377049180"
385,"Single-family Detached",240000,"185763.807377049180"
387,"Single-family Detached",81000,"185763.807377049180"
388,"Single-family Detached",125000,"185763.807377049180"
389,"Single-family Detached",191000,"185763.807377049180"
390,"Single-family Detached",426000,"185763.807377049180"
391,"Single-family Detached",119000,"185763.807377049180"
392,"Single-family Detached",215000,"185763.807377049180"
393,"Single-family Detached",106500,"185763.807377049180"
394,"Single-family Detached",100000,"185763.807377049180"
395,"Single-family Detached",109000,"185763.807377049180"
396,"Single-family Detached",129000,"185763.807377049180"
